index,regex,R,C-RASP,R_infinity
332,(b*cc+ac+b)(ba+c+a)b*cc*ac,True,True,True
333,(acb+aa)*(bb+a+b)*(a+b)*(b)*acb+(ac+b+c)a*(b)+(a+a)*+bb*bb+a*ac+ca,False,False,False
334,(b*+b+c+a)*c*(b+a)*aaaa+(bb+b+a)(c+c)+(a)(a)+(b)b*ca+aac+c+b,False,False,False
335,b*(ca+c+b)*(b+a)(c)+(c+c+a)*(c+a)(c)*b*bb+(b)*(a)*aac+(b)c*cb+b*ba+ab,False,False,False
336,(bba+cc+c)*b*+a*,False,True,True
337,b(b)c*+c*+(b+b)+(c)bac+c+ab+c+a,True,True,True
338,(bbc+b)*(cb+b+c)*(b+c)(c)a*b+(ca)*(b+a)*(b)bcb,False,False,False
339,bb+(ab+a),True,True,True
340,b*(ba+b+c)c*b+(cc+a+c)(b+c)*(a)*aa,True,True,True
341,(cbb+cb)*(cb+a+b)*+(b+b)*,False,False,False
342,c*(b)(b+b)*(c)b*+b(b+a)*(c)*ca+(c),True,True,True
343,c(cc+b+b)(c+a)*cc*cc+(aa+a+b)*+a*(a)*a*+(c)b*bb+a*bc+ca+b+c,False,False,False
344,(c+ca)(ba+c)*(a+a)(a)c*bc,False,True,True
345,(acc+bb)*a*(c)*(c)acc+b*+(c+c)*a*a*+b*cbb+bac+ca+a+b,False,False,False
346,(c+c+a+a)*(bb+b+b),True,True,True
347,(ba+a)*(aa+c+a)(c)*c+b(c+a)*a,False,False,False
348,(aba+cc)*(bc)+(a+a)*a*bb*+(c+a)*b*c*bc,False,False,True
349,(cbc+cc+a+a)(cc+a+c)*b*+(bb+a+b)*a*(a)a*cb+(b)*c*cca+(a)+b*aa+c+c+c,False,False,False
350,b*(bb+c+c)(b+a)*(b)acb,False,False,False
351,(a*c+a+b+c)(ca+a+c)*(a+a)*(b)+(ac+b)*+(c+b)*(c)*aab+(a)*b+c*,False,True,True
352,(a+ca+a)*(c+b+b)b*(c)*b+b,False,False,False
353,(ab+cb),True,True,True
354,b*c(a+a)*c*a*b+c+(a+c)a*c+(b)c*+ba+cb+a+a,True,True,True
355,b*ca(c)*c*a+(bc+c)b*(b)*cb+b*(b)cc+(a)*+acc+bc+c+a,True,True,True
356,(bbc+ca+c)*(ba+c+b)(b+a)a*b*+(bb+c+c)(c+a),False,False,False
357,bc*(c+c)*+(bb)(b)*(b)b,True,True,True
358,(a*cb+cb+a+a)*b+(ba)(b+b)(a)+a*(a)*aca,False,True,True
359,bbbb*+(b+c)(b+c),True,True,True
360,a*b*(a)(a)aba+(ca+c+c)(a+b)*c*b*ba+(a+a)(c)*caa+bccb,False,False,False
361,(b*c+bb+c+c)*(ba+a)*(a+a)(b)*,False,False,False
362,(abb)*(a)(c+a)(a)cbb+a*(c),False,True,True
363,(a*+cc+b+b)(bc)+(cc)+(b)+ca*aa+cbb+a,True,True,True
364,(abc+ba)(bb)(b)*a*,True,True,True
365,(b+aa+a+b)*+(ca)*(b+a)(a)*+(a+c)*+b*a*,False,True,True
366,(baa+ba)+(ba+c+a)(c)*(c)a*c+(a+a)*+abcc,True,True,True
367,(bcc)*b(b+c)(c)aaa+a(b+a)*(a)*+c*(b)+(a)*c*aa,False,True,True
368,(aba+ab+b+b)(cb)(a+b)(c)*+(ba+c+a)*c*(b)*b*ab,False,False,False
369,c*b*b*(b)*c*ac+b(b+a)*(c)+(a+b)*(c)baa,True,True,True
370,c*+(aa+c+c)*(b)(c)ac+a*(c)*bcb+(b)c*,False,False,True
371,(a*a+cc+c+c)*(ba+a+c)*(c+c)*(a)b*c+(bb+c+c)*+c+(c)cbb+b,False,False,False
372,(bcc)+(aa+b+c),True,True,True
373,(a+cc)ac*(c)a*c+(ab)c+b,True,True,True
374,(b)*,True,True,True
375,(b*ca+ca)(ac+b)(c+a)*(b)*+(bc)*(b+c)(c)+a(c)*caa,False,True,True
376,(a+ab+a+c)(bb+a+a)*(c+b)(a)+(bb+b+b)*(c+b)*,False,False,True
377,b(ac+c+b)*(c+b)*a*b*,False,False,False
378,(b*ca+cb)*+(cb+a+c)(c+b)*(a)ccc+c*,False,False,False
379,(b*a+ac+c)*(cb+a+b)(b+c)+c(c+c)*(b)b*aa,False,False,False
380,ca*c*bb*a+b(c)*(a)*a*+(b+c)*(a)*b*c+(c)a*+a*bc+ca+a+c,False,False,False
381,c*c(a+b)*(b)*cba+(ab+c+c)+c(b),True,True,True
382,(b)(bc)a+b*ca*c*ba+(b+c)*,True,True,True
383,b(ab)(c+c)(b)*a*+(bb+c+a)+(a+a)*(b)*a,True,True,True
384,c*(a)*+(bc+b)+(a)*(b)*+b*b*ac+ccc+ca+c,True,True,True
385,(bcb+aa+c+b)(bb+c+b)*(a+a)*c*aaa+(aa+a+c)(c)*(b)*b*aa+(b+c)*,True,True,True
386,cc(c)+a*+(b)*(a)c*aa+(c)b*bb,True,True,True
387,(c*aa+aa+b)*(ba+a+a)+(bc+c+a)*(b+a)*a+(b+b)*(a)*b*+b*abc+abb+b+a+a,False,False,False
388,(b)(a+b)a(a)*a*+(ba+a+c)a*(c)*c*bb+(a+c)b*b*cb+c*,True,True,True
389,(b*cb+b+b)b*b*(c)*caa+(ba+b)*(b)*+(a+b)(c)+(c)*+b*cb+ab,False,False,False
390,c*+(cc+a)(a+c)*+(b+b)ab*aa,True,True,True
391,(c*bc)a*(c)(b)*c*c+bb*+a(c)*caa+(b)*a+acb+cb,True,True,True
392,(cbc+ba+a+c)*,False,False,False
393,(aba)(a+a+b)(b)(a)aaa+(c+b+c)*b*accb,True,True,True
394,(c*a+cb+b)*(cb+c+c)*b*bbb,False,False,False
395,(b*cc+cb)*(bc+b+a)*a*+(cc)(b+c)bc*+(a+b)*(c)+(c)c*+c*ab+ab+b,False,False,False
396,b*+b*(c)*(c)a,True,True,True
397,(bcc+ab+c)*+(ac+c+b)(b)(c)*cab+c(c)*bac+(a)*b*aa,False,False,False
398,(a)(ba+c)(b)*(b)*a*+a+(b+a)bc*+b+a*ca+aa+a+b,True,True,True
399,b*(c+c+c)*+(ac+c+c)*(a+c)(b)b*ab+(a+b)*+(b)c*+a*bc,False,False,False
400,b(bb+c)*+a*(b)(b)*b*c+b*a*b*bc+(c)*aac+bab,False,False,True
401,bb*(c+b)+(bb)*c+c(c)baa+a*c*aa+a*cc+aa+c+a,True,True,True
402,(c+aa)*a*(b)(c)*aac+(bb+b)*(c+c)(a)a*aa,False,False,True
403,b(cb+b+b)(b+a)(a)*caa+b+(b+a)*(b)*+b*bbc+b*ca+aa+b+b,True,True,True
404,(c*),True,True,True
405,a*c*+(aa)ac*+(a+b)*(c)*+(a),True,True,True
406,b*(bb+a)*(b+a)*b*a*ab+(c+c+c)(b+c)*(c)*ab+(b+a)*(c)*c*bc+(b)*+aab+cb+a,False,False,False
407,a*(bc)*a*(b)*+(aa)*(c+c)*(c)cab,False,False,True
408,(c*aa+ca+c+c)*a*,False,False,True
409,(b*a+ab+a+b)b*(c)*+(bc)*c*(a)*aaa,False,True,True
410,b(ac+c+a)*(c+a)ca*,True,True,True
411,(b*cc+cc)c(c+b)(b)cb+b(a+b)*(a)*c*+a*b,True,True,True
412,b(bb+b+c)*,True,True,True
413,b(bb)b*(b)c*b+(ab)(c+a)*b*a*ca+b*(c)*a,False,False,False
414,c(cc)(b+a)*+(aa)(a)(c)*bc+(b+a)*+(b)b+a*ca,True,True,True
415,(c*ba)(ba)+(ca+b)*(b+c)*(b)*c*bc,False,False,False
416,c*(cb+c+a)(c+b)+(bb)*+(b)acaa+bc*a+c+ba,False,False,True
417,(cbc+b+c+b)c*a(b)*a*aa+(ab)(a+a)(b)*c*ab+(a+c)(b)a*b+(b)a,True,True,True
418,(aa+b+a+a)(ca+c)b(c)*aca+(aa)*(b+c)*(a)+(b)*+(c)*a*ac,False,False,True
419,(b*bc+bb)c(a)(a)c*aa+(bc)*(b)*(b)b*aa+(a+a)(b)aba+(c)*c*bc+b*+bc+a,False,True,True
420,(b*b)(bc+b+b)*+(bb+b)*(c+c)(c)*a*,False,False,False
421,(a*bb)(ab+b+b)*(a+b)*(b)bbb+(b+c)*a*(c)aac+(c+c)(a)*c*b,False,False,False
422,(a*+bb+c+b)*+(a+a+b)b*(b)+(c+b)*(b)cab+a+bbb+ca+a+c,True,True,True
423,(a*+cc+a+a)*(bc+c)a*aa*b,False,False,True
424,c*a+c(b+c)(c)*c*,True,True,True
425,b*(ac+b)*,False,True,True
426,(c*+b+a)b*(c+a)(c)*,True,True,True
427,(c+ba+b+c)*(bc+a)*(a+a)*(a)*c*ac+(aa+c+b)(c+a)(b)*+c(c)*aba+(c)cbb+cca,False,False,False
428,b*+c*a*,True,True,True
429,(bab+ba+c+c)(bc)*(c)(b)cc+(cb+a+a)(a)bbb+(b+b)(a)*c*,False,True,True
430,(c+ca)*(cb+a+b)a*(a)*aca+b(a+a)(b)a*aa+a(c)a*bb,False,False,False
431,(abc+cb+b+b)(bb+a)*(a)*a+(cb+b+b)*(b+a)cc*ca+(c+a)(b)c*ac+b*cc+c,False,False,False
432,aa*cca*ca,True,True,True
433,(aaa)+bc(c)*a*ba+(a+a)+c*a*cb,True,True,True
434,(a*cc+cc+a+b)(ca)+(ca)a*+(b+b)*(a)b*bb+(c)*c*cb+c,True,True,True
435,(abb)*(cc)(b+c)*bbab,False,False,False
436,(a+ba+b+b),True,True,True
437,(c+ca+a+a)b*(a)*(b)bbc+c(b)*(c)*b,True,True,True
438,(a*b+cb)a*(b+c)b*c*b+(aa)*b+b(c)*bbc,False,False,True
439,(cb+aa+b+b)*(cc+b)+b*(c+c)(b)*b*bc,False,False,False
440,(bbc)a*(a+a)*(b)cac+b,True,True,True
441,(bcb+c+c)(ba+a+c)*(b+c)(b)*aa+(aa+b+c)c*caba+(a+b)b*c*ca+(b)*+cca+ba+a+c,False,False,False
442,(a*+b+b+c)(ab+c)(c+b)*(a)*c*cb+(ca+c)*(c+b)ca,False,False,False
443,(c)*(cb+a+b)*(a+c)bc*+(bb+b+a)*(c),False,False,False
444,(bcb+ac)(bb)*c,False,False,True
445,bb+(aa)(c+c)*b*a*+(b+c)(c)abc+(c)*b*ac,True,True,True
446,(c*ac)a*(b+b)+(ac+b)(a+a)+bbc*aa+(c)*,True,True,True
447,c*(cb+b)(c+a)(c)*a*ab+(bb+a+b)(b+c)c*c,True,True,True
448,(a*b+cb+c+a)*(ac+b+b)*c*(c)b,False,False,False
449,(acc+ac+a+a)(aa)(b+b)+c(c)(a)aac+b(a)*bca+(a)c*ab,True,True,True
450,ab+(a+a)*(c)(c)*+(c)*+ab*a+bac,True,True,True
451,(c*cc)*,True,True,True
452,(c+cb+a+b)(b+c)+(a+a+a)*(b+a)*(a)*,True,True,True
453,c(bb+b)*+(ca+a+a)(a+b)*(c)a,True,True,True
454,a*c*(c+c)*(b)*+(b)abb*bb+(b+a)(b)aab+cb*cb+cbb+ba+a+c,True,True,True
455,(ab)*bc+b*(b+c)(b)a*bc,False,True,True
456,(bba)+b*+a*(c)cb+(b)aba,True,True,True
457,c*c*(b+b)*,True,True,True
458,(c*cb+a+a+a)*(cc)*(a+c)*,False,False,False
459,b(ba)*,False,True,True
460,cc(a+c)(a)*cb+(bc+c+c)*b(c)*c*+(c)+(b)bbb+b*ba,False,False,False
461,(b+ca+a)*c*(b+c)*(a)b*cb+(ba)*(b+a)+(a+b)(a)*+(c)aab,False,False,False
462,(b*ba)c*(b)(b)*c*+(bc+a+b)*b+(c+c)+b*a*ba+b*ba,False,False,False
463,(b*a+cc)*a*,False,False,False
464,(a*+b+a)(ab+b+b)b*(c)c*+a*(c)(a)*b,True,True,True
465,(abb+cc+b+c)(ba+a+b)+(a+a+a)*b*a,True,True,True
466,(bbb+cc+b+c)*+(bb+b+b)c*(b)*c*ca,True,True,True
467,(b*+ca+b+c)(ba)*b*(c)c*ac+(a+c+c)(b+a)*(b)*c*ba+(c+a)b+(a)*bab+c*+ab,False,False,False
468,c*(c+b+a)+(bb)c(b)+a*(a)*b*b,True,True,True
469,a*a*,True,True,True
470,(aca)*(a+c+a)*+(ba+b+a)*cc*c*+(c)(b)*b+b*aab+b,True,True,True
471,(c*ca+c+c)*(bc)*,False,False,False
472,(ab+ca+b+c)*+(b+b+a)*(a+b)*,False,False,False
473,(b*cc)*(cc+a)*(a)*+(cb)*(b+c)*,False,False,True
474,c(ba)(b+a)*(a)b*+(ac+b)(a)*cc*ac,True,True,True
475,b*(aa+c+b)(c+c)*+(aa)a*+(b+a)*c*a+a*b*ca+c*b,False,False,False
476,(c*bc+bb)*(cb+a+b)*(a)(c)*b*ca+(cc+c+b)a+(b+c)(c)cbb+(c)*b+c,False,False,False
477,a*a(a+c)(b)b*c+(cb+b+a)(c+b)*aacb+(b+c)*(a)*,True,True,True
478,(b*c+aa)b,True,True,True
479,(bba+ca+a)(ba+c+c)*a*a*a*ba+(ba+b+a)*bb,False,False,False
480,(bba+ac)*,False,True,True
481,(c*)*(cc+b)(c+c)*ab*bb,True,True,True
482,a*(a)(a+c)*(a)*cc,False,False,False
483,(ca+ba+a+a)(c)*c*(a)*cca,True,True,True
484,b*+a*(c+a)*b,True,True,True
485,(c)*(ba+b)(b+b)(c)*cca+c*+(b)(c)a*bb+(a)*b*ba+b*ba+ab+a+c,True,True,True
486,(bbc+cc+c)(ba+a+c)(c+b)c*b*cb+(aa+b+c)(a+c)cbac,True,True,True
487,(ccc+ab)*(bc+c)b,False,False,True
488,bb*+c,True,True,True
489,(abb)*c*c(b)*a*+(a)(c+b)b*+b+c*+c+aa+a,False,True,True
490,a+(a+a+b)(b+c)*(b)a*cc+b(b)b*aa+(a)bc+cab,False,False,False
491,cc*b+(cb+a+a)(a+a)*(b)*,True,True,True
492,(abb+ca)*(ab+b+b)(b+c)*ac*a+a(a)+(c+a)+(c)*b*bc+c*a,False,False,False
493,(b)(bb+c)*(c)*cb*cc,False,False,False
494,(b*+c)a(c)a*+(a)c(a)a*ac+(a+a)cb*a+a*a*+cbb,True,True,True
495,(c*ab+ca+c+a)*+(ab+c+c)c*(b)*cbc+(c)*(a)*b*cb+(b)aaa,False,False,False
496,cac(a)*b*a,True,True,True
497,(b+c+c+a)(cb)b*+(cb+b+c)*(a+c),False,False,False
498,b*(a)c*c*aa+b*a*(a)*a+b*(a)a*ba+(c)*+baa+ca+a+a,True,True,True
499,(bbb+ca+a+c)b*+a*(c)(c)*a*+(b+b)*c*b*cb,True,True,True
500,(b*cc+ba)*(a+b)*a*(c)*b*ba+b(a+c)(c)+ca*a*cc+(b)*c*ac+aba+b+a+c,False,False,False
501,(a*aa+b+a+b)*(ba+c)(b+c)(c)b*a,False,False,False
502,(a*aa+cc)+(ca+c+c)+(b+c)+a*bcb+bb+cb,True,True,True
503,(cba)*a,False,True,True
504,ac*(b+c)*(c)a*ca+(bc)*(b)(c)*c*ab+c(a)a+(a)*c*ca+cba,False,False,False
505,(a*ab)*c*(b)*a+(bc)*(b+a)*aaab+(b)*acac+c*ca,False,False,False
506,(b*c)(bb)(a+a)(c)*b*ab,True,True,True
507,(bc),True,True,True
508,(b*cc+ca+a)(ac+a)*+(cc+c+b)*c+(c+c)*b*c*c+(a)b*cb+bc+ca,False,False,False
509,(c*ca+bc+b+a)(ba)c*(a)+b(c)*(c)aba,True,True,True
510,(a*ac),True,True,True
511,(c*ac+bb+c+c)*(cc+a+a)(c+a)*,False,False,False
512,(acc+cc+b+c)*(cc+c+c)(b)(c)*a*bb,False,False,False
513,(ba+ca+c+b)+c*+(a)*b*cba+(b)aca+acb+cb,True,True,True
514,(b*cb+ab+a+a)*(cb+c+b),False,False,False
515,(bac+c+a+c)(cc+a+a)b*(b)acb+(a)ac*b+(c+a)*,True,True,True
516,(a+ba+a+a)(ba+a+a)*b(a)*a*bb+(cc+a+b)*(a+c)*(c)*c*+c*(c)*,False,False,True
517,(a+bc)*+(ca+c)*+(a+c)*(b)*cbb+(c)b*+ca,False,False,False
518,c*(cb+c+a)*b(c)aa,False,False,False
519,(caa+bc+b)*(aa+c+a)*(a)bc*ab+(b)b*(b)*a*+(c+a)(c)acb,False,False,False
520,a*(cb)*(a+c)*,False,True,True
521,b*+a*a+(a+a)*(b)*caa+bb*ba+a*aa+aa+c+b,True,True,True
522,(b*a+b+b+b)*a+(ac+c+a)(b+b)(b)*a*bc+a(a)c*bc,False,False,False
523,(bbc+a+c+b)*(cc+b)*(a+a)+b*ac*aab+(c+b)bb*b,False,False,False
524,(c*cb+a+b+b)(c+b+c)*c(b)c*ca+(cc+b)*(a+c)*cbcb+b,False,False,False
525,b*,True,True,True
526,a+b*(b+c)*(b)b*cb,False,False,False
527,c(ab+a+b)*a+(cc)*+(b+a)*a+(b)*abc+a*+ba,False,False,False
528,a*c*+(ca+c+c)*+b*ca*+ba*ca+a*b,False,False,False
529,c*(aa)*(c)(a)*bc+(ca+c)a*,False,False,True
530,(c*cc+aa+b+b)(b)*b(b)b*+(bb+c)(c)*b*bc+a+ab*ba+c*aa,True,True,True
531,(a*bb+ba+c+b)*(bb+a)*(c)*(c)bbc+(aa+a+a)(b+b)(a)a,False,False,False
532,(b+ca+b+a)(aa+a)(b+b)(c)bcb+a*(b+a)(b)*+(b+b)*a*,True,True,True
533,c*,True,True,True
534,(b+ab+a+c)(ac+c+b)*(a)*(b)cba+(bb+a)c(b)*c*,False,False,False
535,(a+cb+c+b)(bc+a+c)(c+a)*(a)*a*aa+(ac)*,False,False,False
536,(a*cc+ab+b+c)*+(bb+a+c)(a+a)*(b)+(b+b)*(c)*ccc+(c)a*,False,False,False
537,(c*ac)bca*b*ca+(b+b+b)(b)(c)c*+c(a)*a*cc+bbcb,True,True,True
538,a*(b+c+a)+(ca+a)+(b+b)*+(a)*c*bb+a*cb+ab,True,True,True
539,(a*)(b+a+b)+(a)c*b*b*+(c+b)*(a)*+(c)abb,True,True,True
540,(bca),True,True,True
541,(ba+bc+a+b)*b+(cb)*(b+b)*(c)+(a+b)*b+(a)*c*ac,False,False,False
542,a,True,True,True
543,(b*+ca+b+a)*+(ac+b+c)*(c+b)*,False,False,False
544,b*b*(c+c)*a*a*c,True,True,True
545,(a*+bb+a+a)*(a+a+a)c*bc*ab,False,False,False
546,(b*ba)*(bc+b+b)a,False,False,False
547,(ccb+ac+c+b)+(cc+b)*(b+c)*(c)cba+a*,False,False,False
548,(aca+ba)(cc+a)b*(b)*abb+(ca+c+c)(b+a)*(a)a*bb+(b+b)a,False,False,False
549,(b*)*(bc+b+c)*,True,True,True
550,(b*+bc+c)*a*b*(a)ba+(a+c+a)(c+b)*(b)aca,False,False,False
551,b*a*(b+a)(b)*acc+(aa)(b+a)b*c*,True,True,True
552,(b*bb+ba+c+b)*(ac+a+a)(b+c)*(b)*b*a+(ca)(c)*+c*(c)*cca+(a)*+c*ba+bc+a,False,False,False
553,(cbc+ac+a)*+(ac+b+c)+(a)*(b)c+(b)*ccb,False,False,False
554,(ac+ac+c+a)*(a)*(c+c)*c*a*aa+c*(b+a)*(b)c,False,False,False
555,(b*bc+c+b),True,True,True
556,(a*c)*,True,False,True
557,(ccc+a+a+a)(ca)*a+(aa+c+c)*(a)*ccac+(b+a),False,False,False
558,(c*+ba)*(ab)*(c+b)+a(b+c)b*,False,False,False
559,b*(b+b)(b+c)(b)*+(bc)(c)*(a)a*ac+(a)(c)*,True,True,True
560,(b*bb+ab+a+b)*(bb)b(b)bc+(aa+c)*(a+a)*(c)b*+(a+a)(b)+(a)*+cac+cc+c+c,False,False,False
561,(cb)*ab+(aa+a)*a(a)bba,False,True,True
562,a(cc+b)(c)(b)bca+(bb+c+b)*+c*c*ccc+(a)*b*ab+aca+ab+a,True,True,True
563,(b*aa)*(cc)*(a+c)*(c)*a*+(b+c+b)*a+(c)+(b)*+a*b+aa,False,False,True
564,a*b(b+c)*a*,True,True,True
565,b*+(cb+a)*(c+b)*c*c*c+(a+a)*(c)b*+(b)*,False,False,False
566,bc*(b)(c)*bbc+(cc+a+b)(b),True,True,True
567,(b*+aa+c+a)*(ca)*(b+a)(b)*b*+(c)(b+c)*,False,False,False
568,(a*c)+(cc+a)(c+a)*a*aab+a*+b*b*bb+acb+bb+a,False,False,False
569,(a*+c)*(cc),False,False,False
570,(b*aa+a+a+b)*b*(a+a)*(a)ac+b*c+b(b)*b*ac,False,False,False
571,(cbc)(bc)a*(c)*a*ab+a*(a+b)(c)c*bb+c*(c)*a*aa,True,True,True
572,a(cb+a+b)*+(cb)*(b+c)c*,False,False,False
573,(ac)*+(ac+b)*(b)*(a)+ba*c*ac+(a)*a+b*c+ca+b+a,False,True,True
574,(a*+ca)*(cc+a+c)*b*+(a)*(b+b)*(c)*,True,True,True
575,(b*)(ac+a+a)*(c)*(a)*c*c,False,False,False
576,(cbb+bc+b+b)*(c+b+c)(c+b)(c)*bb+(bc+b+c)*a*(a)cbc+(b)*b*b*+bb*+b+ca+b+c,False,False,False
577,(a+ca+a+a)*(ab+a)*b*c*,False,False,False
578,(bb)a+(bb+c+c)(a+a)+b*(c)a*cb+(b)*b*ba,True,True,True
579,(c*ab)(cc+a+a)+(ba+c+b)(a+c)*+c,True,True,True
580,b(aa+c)(a+a)*acb+(ba+a+a)*(c)*(b)bcb+a*(c)*aab,False,False,False
581,(c*cc)+(cb+a+b)a(b)*c*bc+a*,True,True,True
582,(c+a+a)*(ba+c)(c+c)*(b)*b*ab+(cc)*(a+a)(c)b*cc+a*cac,False,False,False
583,cb*c*(c)*b+a,True,True,True
584,a,True,True,True
585,(cac+cc+b+c)*(aa+c+a)*(c)c*+(bb+b+a)*b*b*+(c+a)(c)*a*ac+(b)*a*ab+c+ba+b,False,False,False
586,(c*+cc)(a+c+c)(b+b)*(c),True,True,True
587,(a*ba+ab+c+a)*a(a)caac+c(a+b)(c)*b+(b)*(c)a*ca+c+b*,False,False,False
588,(caa+ba+b+b)*(bc+a+a)*(a+c)+c*b(b)b*b+c*a*,False,False,False
589,(a*aa+bc+a+a),True,True,True
590,(a*+ba+c)*a(b+c)*(a)*+(bb+c+a)(c)b*bab+c(b)a,False,False,False
591,(cb)*(b)*+(c+a+c)*a*(a)+(c+a)+(a)c*+b*ba+cb,False,False,False
592,(b*c)(ac+a)*a*(c)b*ba+(bb+a)*a*(a)*a*cc+(a+a)*(c)bbc+(a)*b*c+a*bb,False,False,False
593,(c*ac+bc+b)*(ac)(b)*a*c*,False,False,False
594,(b*ca+bc+b+a)cc*(b)*a*cb+(b)*+c+(b)+cab+ac,True,True,True
595,(b+c+b+b)*+(b)*(b+c)*(b)*b*aa+c*(c)*a*+(c)*b*bc+ca,True,True,True
596,(abc)c*(c)*(a)*abb+a*c*bcaa+(b+b)*a*c*aa,True,True,True
597,c*(b+b)a(c)*+(cb+a)*(c)(b)aca,False,False,False
598,bc(b+a)*(a)b*ba+(aa)*(b)(a)*c*b+(c+c)*(b)*b*ba,False,False,False
599,(ab+ac)(ab)(c)*(a)*,True,True,True
600,(b*bb+ca+b)*(bb+c+c)*c*(b)a*+b*(c+b)*+(a+a)*+c*cca+a*ba+cc+b+b,False,False,False
601,(bac)(bc)*+b*(a)(a)aba+(a+c)*(b)*c*,False,True,True
602,(c*bb)*(ab+c)(b+b)*cb*c+c*(a+a)*(b)*c*ba,False,False,False
603,(b*+cc+a)*(a+c+a)c*+(ac)(a+a)*+(b+b)+(b),False,False,False
604,(b+ca+b)+(bc+c+b),True,True,True
605,(acc+b)(bb+c+c)*(b+a)*(c)bcc+a*(a)(b)+(c+c)*(b)+(b)b*ab,False,False,False
606,c+b*(b+b)*(b),True,True,True
607,b*(bb+b+a)+(cc+b+a)*+(b)(a)*a*,False,False,True
608,c(bc+a)*c*(c)c*+b(c)aabb+(b)*(c)*abb+(b)b*c,False,True,True
609,(c*)*+c*b*,True,True,True
610,(cab+ca)(ac+c+b)*b+(cc+b+b)(c+b)cbcc+a(a)c*ca+(c)a+a*a+bb,False,False,False
611,a(ac+c+c)(c+a)(a)*ac+(ab+a)*c(c)c*c+(b+c)*+c*b,False,False,False
612,(acb+c+b+a)(cb+c)c*(b)cbc+(bb)(b+b)*abcc+(b+b)b*+(a)*a*+a*c+ca,True,True,True
613,(aca+cc+b)*a(b+c)(c)*+(bb+a)*+a*(a)*cc,False,False,True
614,(b*ac+ab+b)*b*,False,False,False
615,(b*bb)(ab)(a+c)c*acc+(bc+b)b+b*(c)*bca+(b)c*ab+ccc+c,True,True,True
616,b*(ab+c+b)(c+c)*bbca,True,True,True
617,(aab+a)*+baac*cc+a*(b),False,False,False
618,(baa)*(bb)(b+a)(c)*a*b,False,True,True
619,(c*+bc+a+b)(ca+c)*(b+c)+c*,False,False,False
620,a,True,True,True
621,(b*c+bc+a+c)*+a(a+a)*(c)b+(a)*b*aab,False,False,False
622,(c*bb)(ac)bcaba+(aa)(c+c)*bba+(a+b)(c)a*bb+(a)b*+b*aa,True,True,True
623,(b*+bc+c+a)*+b*(a+b)*(a)a+cb*aba,True,True,True
624,(a*bb)*(ab)*(c)(c)+c*(c+b)+(a+b)*,False,False,False
625,(a+aa+b+b)(ba+a+c)*,False,False,False
626,(c*b)*b(b)(a)*bc+(cc)*(c+c)*(a)*,False,False,False
627,c+(aa+b+b)+(b+c)*(a)*a*ca,False,False,False
628,(b)a*(c+b)*+(ab+b+b)+b*+aa*cc,True,True,True
629,b*,True,True,True
630,(b*aa+bc+c)(ac+a+c)*c+(a)*(a)*(a)c+(a)(c)*b*aa,False,False,False
631,(bc+b)*+c*c+(b+c)*(a)c*+a*cbc,False,False,False
632,ba(b+b)(c)cb+c(a)(a)*ccb,True,True,True
633,b(b+c+a)a*,True,True,True
634,(cb+ba)a*,True,True,True
635,(c*b+b)(bc)(a+c)+(cc+a)*(c+c)(b)*b*cb+(a+a)*(c)*a*b+(c)*a*ba+a+cb+a+a,False,False,False
636,(bba+cc+b+b)*b*(a+b)*(c)b*a+(ab+b+c)*(c)b*c*a,False,False,False
637,(a*ab)*(bb+a+c)(c+a)*(c)*c*ab,False,False,False
638,a*c*(b+a)*+(cc)*(a)(c)*+(a)(a)*b,False,False,True
639,c*ba*+(bc+a+c)*(a+a)*(a),False,False,False
640,(bbb+cc)(cb+a)*(c+c)aabb+(bc+b)+c*b*cab+(c)*bcb+cba+ac+b+b,False,True,True
641,c(ca+c)*a*+(cc)(c+b)(c)b*cc+(b)(b)+(b)+cca,False,False,False
642,aa(c+c)*(b)cbc,True,True,True
643,(c*ca+b+a+c)(ab+c+a)(b+c)(a)*c,True,True,True
644,(bc+ac)+ba*(a)*b*ba+(a+b)(c)*a*aa+(a)*a*+aac+bc+c,True,True,True
645,(cca+bb+c)b*(a+a)+(b+c)+(a+a)*,True,True,True
646,a(c)*(b)*ab*+b*a*(b)*c*a+(a+a)*(a)abb+ac*bc+c,True,True,True
647,(b*cc)*a*(c+a)*(b)a*bb+(ac)a+c(a)b*b+(a)*+a*bc+cc+b+c,False,False,False
648,(bbb+bc+a+b)*(b)(a+b)*(b)*bbc+(ac+c)(c+b)*,False,False,False
649,a(bc+a+a)(b)a*+(a+b+a)(b)(b)c*cb+(a+b)+(c)b*c,True,True,True
650,(cbb+bc+c+a)*(bb+c)b*(c)c*aa+b*c*(b)*bac+(a+b)*bcba+(c)*bc,False,False,False
651,b*+(c+b+b)*b*+(c+c)*(a),True,True,True
652,(cab)*(ca+b+c)*(a)ba*a+(cb+c+a)*b*b*+a,False,False,False
653,(a*ba+ac+b+a)(ba+c)(c+c)*(b)*,True,True,True
654,(cba+aa)*(ca+c+c)*(b+c)a*b*aa+(bb+c+c)(b)*aa*aa+(c+b)*+(a)*abb+c*b+cb+a+c,False,False,False
655,(b*c+ba)*c*+(aa+b+c)(a+c)a*ccc,False,False,False
