index,regex,R,C-RASP,R_infinity
650,(cbb+bc+c+a)*(bb+c)b*(c)c*aa+b*c*(b)*bac+(a+b)*bcba+(c)*bc,False,False,False
652,(cab)*(ca+b+c)*(a)ba*a+(cb+c+a)*b*b*+a,False,False,False
654,(cba+aa)*(ca+c+c)*(b+c)a*b*aa+(bb+c+c)(b)*aa*aa+(c+b)*+(a)*abb+c*b+cb+a+c,False,False,False
655,(b*c+ba)*c*+(aa+b+c)(a+c)a*ccc,False,False,False
656,b(cc+b)*(c+a)*+(b+b+b)(a+b)*(a)c*+c*(a)b*+(b)*bbc+a+ba+b+b,False,False,False
657,(a*ba+c+c+c)ba*(a)*bba+(bc)(a+c)*aa*ca+(b+a)b*b*a+b*bbb+b*ca+c+c,False,False,False
660,(b*bc+aa+b)*+(bb+b+c)*(b)*,False,False,False
661,(bca+ac+a+b)*+(cb+c+c)*,False,False,False
662,(c*cb)*,False,False,False
663,(bbb)*(ca+c+a)+(bc+b+a)*(c+a),False,False,False
664,(c+bb+c+b)*caa*,False,False,False
666,(b+a+c+c)*c+(cc)*+(c+c)(a)c*+aa,False,False,False
670,(ccc)*+(a+b+a)*(b+b)*(c)*c*bc,False,False,False
675,(cbb+a)*(ab+b+a)c(a)*ac,False,False,False
678,(bbc)+(ba+a+a)*(c)*(c)a*c,False,False,False
681,(cba)*(cc)*(c+a)(a)*+(ac+c+a)*(a+c)aba+(a)ba*ca+(a)c*cc,False,False,False
683,(a*ab+cb+a+c)*,False,False,False
688,c(cc+b)*b(a)*a*ba,False,False,False
689,(c*bb)*b(b+a)+(bb+a+b)a*(b)b*bc+ba*bba+(a)+bab+aa+c+c,False,False,False
690,c*(ac+b+b)*(b+b)*(a)+(bc+a+b)*a*(c)b*a+(b+a)*bb*bc+cb*c+a+ca+c+a,False,False,False
693,(a*)+(ab+b+a)*c*(a)*bca+b+(a)b*ca+bbc+c+b,False,False,False
694,(cba+ca+a)*b+(ac+a+a)(b+a)(b)+bab*cb,False,False,False
696,b*(aa)+(ab+b)*(b+c)c*b*cb+(c)*(b)cab+a+a*cb+aa+a+a,False,False,False
697,(cac)(ac+b+c)*(a+a)*(b)*c*+(a+c+b)*(a),False,False,False
698,(cbc+c+b+c)(ac+b+a)*,False,False,False
699,(ca+b+c)(bb)*c+(ac+c)*(a+a)*(a)*abb+(b)*(a)*bbb+cb*ca+a*+cc+b,False,False,False
703,c*(bc)(c)(c)cca+a*(c+c)+(c+a)*(a)bbc+(b)*b*ca+b*bb+ca+c+c,False,False,False
704,(acc+aa+c)*c*c,False,False,False
705,a+(c+b+a)*b*cacb+(a+a)(c)*bab+(c)b,False,False,False
706,(a*ab+ba)b*(a)+a(b+a)*(b)caa+(b+a)a*aca+ca*ba+c*bb,False,False,False
707,(c+ba+c+a)c*(c)*c+(bc+c+a)*+b*+abca+a*b+cb+c+c,False,False,False
708,c(bb+a+b)*(b+b)(b)*c+(ab)(b+c)(a)a*bc+(b+b)*(b)*,False,False,False
709,(c*b+bb+a+a)*+(a+b+a)*(c+c)*b*bcc+a(b)c*ac,False,False,False
712,(a*ba+cb+c)*(cb+b+a)*(c+c)(c)*a*aa+(ab+b+b),False,False,False
715,(a*ab+aa)*(bc+a+a),False,False,False
723,b(aa+c+a)(a+a)c*b*+(bc+b)*(a+c)a*a+(a+b)*b*a*b,False,False,False
725,(cab+c)*(ac+b+c)*a*,False,False,False
726,(aac)b(b+a)*(a)a*c+(a+a)(c+c)*ab*ab,False,False,False
727,(a*bb)a(c+c)*ac+(c+a+b)*(a)c*a*cb+(c+c)*(a)*bbb+b+cca+cc+c,False,False,False
728,(aba+aa+c+b)*+(cb)*(c+c)*+(a)*c,False,False,False
729,(bcb+b)(cc)(c+b)*(b)*b*cb+(aa+a+a)*cbbaa+(a+a)(b)*,False,False,False
731,(ca+ca+b+c)*,False,False,False
734,(abc+cb+b+c)*+(aa+b+a)(c)+(a+b)(c)*+(c)cab,False,False,False
735,(c*ac+ca+b)(ca+c+b)(c+b)*(b)+(aa)ba*bbb+(b+a)(c)*a*,False,False,False
736,(cca)(b+c+a)*(a+c)(c)aca+(a)(a+c)+(c+b)(c)*b*c,False,False,False
737,(b*ac+a+a+b)b*(b+a)*(b)baa+c*a*(a)*abb+(b)*(b)*cb+(c)*b+a*cc+bb,False,False,False
739,(c*cb+c+c)+c*(a+c)*(b)*c*ac+(a)*b*abb+(c)c*ca+b*b+aa+b+b,False,False,False
750,(c*+cb+c+b)*+(ab+c)*+(b+a)*(b)acb+(c)*aa+ac+b+b,False,False,False
751,(b*b)b(a)(b)b+a(c+a)*(b)*a*cc+a(c)abb+a*ba+c+ca+b,False,False,False
756,(abb+ac+c+a)(cb+a+b)bb*c*aa+(c+c+b)*b*cc+(a+c)(b)b,False,False,False
757,(cba+ba)+(bc+a+b)*+(a+c)*(a)*ab+(b)b*+bba,False,False,False
758,b(bb+a+a)*+(a+a+a)*(a+b)*(b)b*ab+(a+b)*(a)+(c)ac+a*cc+bc,False,False,False
760,(bcb+c+a+b)*b*c*(b)*a,False,False,False
762,b*b(a)*(c)*+c(a+b)*(a)*b*bc+(b+c)(b)a*+(b)*caa+a*+c+b+a,False,False,False
765,c*a+(bb+b+b)+(c+b)*(b)acc+(b)+a*bc,False,False,False
769,(b*ab+ab+a+c)*(cb+b)(b)*+c*(b+b)*(c)*,False,False,False
771,(ba+b)*(a+a+c)*(c+a)(c)cba,False,False,False
777,(abb+bb)*(ca+b+b)*(c+c)a,False,False,False
780,(a*+a)*(aa+b+b)*(a+b)*(b)c*a+(ab)(a)*+(b+a)*(b)c,False,False,False
781,c(ba)(a+a)(b)c*+(a+c)*(c+c)(b)c*ba+(b+b)b+(c)bac+a*ca+bc+c+a,False,False,False
783,(bab+cb+c+a)*(aa+b+b)*(c+a)(c),False,False,False
788,(acc+aa+a+a)*+(bc+b+c),False,False,False
790,a*c*+(bc+c+b)*(c)*a*ccb,False,False,False
791,(bac+b+c)*a,False,False,False
792,(b*ca+cc+c)*(aa+b+a)(b+a)*(b)a+(ab+a)*,False,False,False
793,b(a+c+c)*b*+(ba+c)*(b)*(b)a*+(c+a)*c*+c*c*ca,False,False,False
795,a(ba+a+b)(a+c)*(b)*b+a(b+a)*(b)*ab+(a+c),False,False,False
797,(bcb+ca+c)*(aa)(a+c)(c)+(cc)*a*b*+(a+c)a*b*bc+(a)c*cb+c*+b+b+a,False,False,False
798,(bba+ba+c+b)*aabb*a+b*(b+a)(a)cac+(b+b)*(c)*+bb,False,False,False
800,(c*+ac)a*+(c)(a+c)*(a)b*cc+(c)*(c)+(b)*aba,False,False,False
803,(c*ac)(a+b+a)*(b)*(a),False,False,False
805,c*+(cc+a+a)*(c+a)*aa*ba+(a+b)*(a)a*ca,False,False,False
809,c*(cb+b+b)*a*a*c+(a+c+b)(b+a)(c)b*c+(b+a)(a)a*ab+(b)cba,False,False,False
812,(ccb+c)*+c+(c+c)(a)*c*ab+(a)a*+ab,False,False,False
813,(bcb+bc+a)*(aa+c+a),False,False,False
815,(c*b)*c+(bc+a+c)(b+a)*a*,False,False,False
817,a*(ba+c+b)*+b,False,False,False
820,(a*ba+ca+c+c)*b(a+a)*(a)b*,False,False,False
824,(b*a)*(a+c+a)c*(b)c*bb+c*b(a)*cb+c*(b)bab,False,False,False
828,b+(cc+a+c)*(a)(c)bca,False,False,False
829,(a*bb+ba+b+b)*+b*(b+a)(c)acb+c(b)b*b+aaba+cc,False,False,False
830,(c*bb+bb+c)+(ab+c+c)*ab+(b+c)*a+ab,False,False,False
831,(c*cb+ab+c)*b(a)*(c)b*+(b)+c*(a)*+(c)*a*cc,False,False,False
833,(a*ba+ab)c*(b+a)*a+(ac+c+b)*(a+c)(b)+(a)*c*bac+(a)*c*a,False,False,False
834,c*(ac+a+b)*a*(b)+(cc+a+c)b*(c)b*+a*a+(c)ca+cb,False,False,False
835,(bcb+bc+c+a)*(bb+b+c)(a+c)*,False,False,False
837,(c*c+a)*(ac)(b+c)*(a)*acc+(ac+c)*+c*(a)aca+(b)c*b,False,False,False
838,a(bc+b+b)*(c+a)(b)*c+(ba+c)+(c+a)(b)*abb,False,False,False
845,(b+bc+a+c)*(bb)+(cc+b+c)(a)c*bac+(c)*(a)*a*a+(c)*c*ba,False,False,False
847,(b*aa+cb)*b(c+a)(c)a*ab+(c+a)*(b)*(b)acc+(c+b)(a)*a,False,False,False
849,(ccc)(cb+b+b)*c*(b)abc+(bc)*,False,False,False
850,(cca+aa+c+c)c(a+b)*(a)*c*bc+(b+b)b(c)c*ac,False,False,False
851,(c*+bb+c+a)(ac+a)c(c)a*ab+(cb+b+a)(a)a*c+(c+b)*(b)b*a,False,False,False
855,c(b+a+a)*(c+b),False,False,False
861,(c*bb+ac)*(bb+a+b)+(cb+c+a)(b+a)*(a)*caa+(c+c)b*,False,False,False
863,(c+bb+b)*a*(b+a)+(ba)(b)(a)*b*cc+c(c)b*cc+(c)*bba+cbc,False,False,False
865,(b*ba+cc)*(ba+b+c)(c)(a)*c*c+(bc+c)*+c*(b)*cbc,False,False,False
868,(c*cb+c+a)*+bc(c)*a*ac+(c+c)(b)aba+(c)c*cc+b*ca+ba+a+c,False,False,False
870,(cab+cb+c+c)*(ca+b+a)c*(c)c*ba,False,False,False
873,b*c(a)c*+(a+b)*(a+c)cbaa,False,False,False
875,(c*cb+bb+c+a)*(ba+a+c)*(a+a)*(b)c*bc+(c+a)(c)+a*a*bab+(c)+acc,False,False,False
876,(b*ac+bb+a+c)*+(ab)c*+(b)*(a)b*b+(a)*+b*ca+ac,False,False,False
877,(a)*(c+a+c)(b+c)*cc*c,False,False,False
881,(ac+aa)(bc+c)*a(c)cab,False,False,False
884,(cbc+cb)*(cc+c+b)(b+b)b*a*+a*(b+c)(b)*cac+aaa*cb+bc,False,False,False
885,(b*ab+c+a+a)*b(a+a)*(b)c*cb+(ba+c+a)*a(a)*bba+a(a)*b*cc+b*a*cc+bbb,False,False,False
886,(c*ab)a*(b+a)*bc*aa,False,False,False
890,(b*aa+ba+b+c)*(a+b+c)*(b+b)*(c)*cc,False,False,False
891,(c+a+c+b)*(b+c+a)*(b+b)*b*abb+(aa+a)c*+a(b)*+(b)*a*ba,False,False,False
893,(a*+c+a+c)c(c+a)(a)*cca+(ab+b+c)*(c+b)(b)*aba+(b+c)*(b)bcb,False,False,False
897,(b*ca+cb+b)*(a+a)(b+a)a,False,False,False
902,(bbc+b+a+a)*(cb+b)*,False,False,False
903,(b*+aa)*(ab+c+b)*(c+b)*+(a)*(a)(c)*a+(a+b)(a)*bb,False,False,False
906,(a*cb+bc)*(cc+b+a)+(bc+a+a)*(a+c)(c)*,False,False,False
907,(a*bc+cc+c+a)*(cc+a)*(b)(b)a*aa,False,False,False
909,(b*bb+ac)*(ac+a)*cb*a*ab,False,False,False
916,(a*ba)*(b+a+b)a+(cb+b+b)*,False,False,False
921,(a*cb)*(c+b+a)+(ca)*a*+(a+b)aa+(a)abb+aac+cb,False,False,False
922,(caa+cb+a+b)(bc+c+b)*(a+c)(b)*c+(b)*(a)*b*abb+(b+c)(c)*a*b+(c)bac+c*cb+bc+a+a,False,False,False
923,(ba+ca+a+a)*(ca)(c+c)(a)*b*,False,False,False
925,(b*ba)*a(c+c)*(b)*b*a+(b)*,False,False,False
926,(baa+ab+b)*,False,False,False
927,(c*+ac+a+b)*b*(c+b),False,False,False
931,(ca+c+a+b)*(ba+c+b)*c(a)a*a,False,False,False
932,(b*bb+bc)(bb)*(a+c)*(c)cac+(cb)(a)(a)+(a)+a*cc+a*ab+b,False,False,False
933,c(cb+a+a)*(c+a)(a)*ac+(aa+a+a)*(a+c)(a)c*c,False,False,False
935,c(ab+c+c)*c*(a)b*,False,False,False
936,(aa+ab+b)*c*(b)(b)c*ab+(bb+b+b)(c)*(b)a+c*acb+(b)*+bbc,False,False,False
941,(c*a+bb+a+b)*c*(a+b)(a)*a*cb+(ac+c)*,False,False,False
942,(bc)*(aa+a+c)*c*(c)cac+(ac+c+c)*(b)*a*cbc+(a)*(a)*a*ab+a,False,False,False
943,(a*+ac)*(b+b+b)+(ab)*(c+c)+(a)*c*,False,False,False
944,c(ab+c)*(b+a)*(a)c*ba+(ba)(c+c)(b)*+(b+a)*+(b)bbc+a*+ca+a+a,False,False,False
945,(a*cb+ba+a+c)(cb+b+b)*,False,False,False
946,(c*cc)(ca+b+a)*+(bb+a+c)*b*(a)*b*,False,False,False
949,(aac+ab)*(ab)*a*c*a*ba+(cb+b)(c+a)*(a)*b+(c+c)*(a)*b*,False,False,False
951,(cc+bb)*(c)c*(b)b*+(bc),False,False,False
953,(b*ca)(aa+b+b)ba+(cb+b+b)+(c+a)*(a)bba+(a)bac+a*bc,False,False,False
956,(aac+ca+a)*(ac+b+a)*caa*,False,False,False
958,(bba+ba+a+a)(cb+c)*+(bc+b+a)*b(b)*b,False,False,False
960,(b*b+ab)*b*c+(cc+a+a)*(c+b),False,False,False
961,(c*cc+bb)*(ca+c+b)(c+c)*(c)*bb+(aa+c+c)(a+a)(b)*c+(a+c)a*c*ac,False,False,False
963,(a*aa+ba+c+b)(ab+c+c)*(c+a)bb,False,False,False
964,(b*bc+bb+c+a)*(a+a)a(a)*b*ba+c(c)*(a)abc+(b+b)*b*b*+(b)*,False,False,False
965,(acc+bb+b+a)*(ba+a)(b+b)+(a+b)(a+c)(a)*c*+(a+b)*+(a)*a*cb+bac+cc+b+b,False,False,False
969,(c*ac+bb+a)*(cb+a+a)*(c+b)b*bba,False,False,False
971,(cab+aa+c)*(a+c+a)*c*(a)*,False,False,False
974,(b*bc)*(c+a+c)(a+b)*(a)+c(c+b)bc*a+(b)c*,False,False,False
977,b*(cb+a+c)*(c)*cb*bc+(ac+a+b)*a(b)ccb+(a+c)a+(c),False,False,False
979,(c*b+ca+b)(ac)c*b*ab+(ba+b)*a*+(a+b)(c),False,False,False
980,(aba+ca)(a+b+c)*(a+b)*(a)caa+a*(c+a)bc+(c+c)*(b)*bab+(b),False,False,False
982,c*+(ca+b)(b+a)*bbac,False,False,False
983,(ccb+cc+b+c)*(ba+b)(b+b)*,False,False,False
984,(a)*(cb+b+c)*(c)(c)+c*a*(b)+(b+c)*(b)ccc+(b)*bca+c*+cc,False,False,False
986,(c*aa+cc+b)(ba+a+a)*+(ca+c)*(a+c)b,False,False,False
988,(a*cc+bc+c+b)*(c+c)*+a*(a+c)(a)*aba,False,False,False
989,(cac+ba)+(bc+a+b)*b*+b*(b)caa,False,False,False
990,(c*a)*(cb)+(c+b)(c),False,False,False
991,(a*cb+ca+b+a)c+a*c*c*+(b+a)*(a)*b*ac+(b)a*c,False,False,False
992,(b*cb+ac+c)*c(a+c)*,False,False,False
993,(bbb+aa+b+a)(cb+b)(c+a)*(c)*aba+(a)a*+(c+b)*(b)cbc+bccc+b*ca+ca+a+c,False,False,False
994,(b*ab+cc+b+c)cb*caaa+(ca+a+a)*+(c)*a*+a*+b*a+aa+a+c,False,False,False
995,(c*+ac+c+a)*(cb)c*(b)aac+(bb)(a)(c)*,False,False,False
997,a*+(aa+a+c)(a)(b)*b+(b+a)*(a)bba,False,False,False
999,(b*ab+ab+a)b(c+a)*(c)*a*aa,False,False,False
