id,regex
949,a(b*c|de)*|fgh*i*j
950,(ab|c|d)*|efg*hijk*
951,a*b(c|d|efg)*
952,ab|cd*|e(fg)*|h*ij
953,(a|bc)*(de|fg)*
954,abc*d|efghijk*
955,a(b|c*d)*|efg*h*i*j
956,(ab*|cd|e)*|fghij
957,a*bc*de|fgh*i*j*k*
958,ab|(cd|efg)*|hij
959,(a|b)cd*|efg*h*ijk*
960,abc(de)*|fgh*i*j*k
961,a(b|c)(d|e)*|fghij
962,(ab)*(c|def)*|gh
963,a*b*|cd|efgh*i*j*k*
964,ab(c*|d|efg)*
965,(abc|de)*|fgh*ijk*
966,a(bc|d)*|efg*h*i*j*k
967,ab*|c(d)*|efghijk*
968,(a|b)*cd*|efgh*i*jk
969,abc*|de|fgh*i*j*k*l
970,a(b*c)*d|efg*hijk*
971,(ab|c)*de|fgh*i*j*k
972,a*b(c|d)*|efghijk*l
973,ab|cd(ef)*|ghi*j*k
974,(a|b|c)*(d|efg)*
975,abc(d|e)f|ghijk*l*
976,a(b|c*)(d|e)*|fghij
977,(ab*c)*|de|fgh*ijk
978,a*bc|def*|gh*i*j*k
979,ab|(c|d|e)*|fghijk*
980,(a|b)c*d|efg*h*i*j*k
981,abc*de|fgh*ijk*l
982,a(b*c|d|efg)*|hij
983,(ab|cd)*(ef|gh)*
984,a*b|c(de)*|fgh*i*jk
985,ab*cd*|efghijk*l*
986,(a|b|c)*d|efg*h*ijk*
987,abc(de|fg)*|h*ijkl
988,a(b|c)d|efgh*i*j*k*l
989,(ab)*(cd|efg)*|hi
990,a*bc*|d*e|fgh*ijk*
991,ab|c*d(ef)*|ghijk*
992,(a|b|c|de)*|fgh*i*j
993,abc*|de(fg)*|h*ijk
994,a(b*|c*)de|fgh*i*j*
995,(ab|c|d)*|efg*h*i*jk
996,a*b(c*|de|f)*|ghij
997,ab(cd|efg)*|h*ijk*
998,(abc|d)*e|fgh*i*j*k*
999,a(b|c*d)e|fghijk*l
1000,(ab*|cd)*|efg*h*ijk*
